student_id,topic,question_count,date
S0251,Probability,6,2025-11-07 13:55:37.168988
S0251,Statistics,2,2025-12-19 13:55:37.168988
S0251,ML Basics,6,2025-09-19 13:55:37.168988
S0251,Deep Learning,3,2025-11-09 13:55:37.168988
S0251,NLP,5,2025-07-30 13:55:37.168988
S0251,Computer Vision,3,2025-10-02 13:55:37.168988
S0251,Optimization,2,2025-10-10 13:55:37.168988
S0252,Linear Algebra,6,2025-11-22 13:55:37.168988
S0252,Probability,5,2025-11-12 13:55:37.168988
S0252,Statistics,3,2025-09-19 13:55:37.168988
S0252,ML Basics,4,2025-07-28 13:55:37.168988
S0252,Deep Learning,6,2025-12-22 13:55:37.168988
S0252,NLP,5,2025-10-20 13:55:37.168988
S0252,Computer Vision,3,2025-09-25 13:55:37.168988
S0252,Optimization,2,2025-09-04 13:55:37.168988
S0253,Linear Algebra,4,2025-09-08 13:55:37.168988
S0253,Probability,1,2025-11-22 13:55:37.168988
S0253,Statistics,5,2026-01-11 13:55:37.168988
S0253,ML Basics,3,2026-01-07 13:55:37.168988
S0253,Deep Learning,3,2026-01-07 13:55:37.168988
S0253,NLP,4,2025-11-08 13:55:37.168988
S0253,Computer Vision,5,2025-09-28 13:55:37.168988
S0253,Optimization,3,2025-09-12 13:55:37.168988
S0254,Linear Algebra,3,2025-09-12 13:55:37.168988
S0254,Probability,2,2025-12-05 13:55:37.168988
S0254,Statistics,7,2025-09-21 13:55:37.168988
S0254,ML Basics,4,2025-09-22 13:55:37.168988
S0254,Deep Learning,5,2025-12-01 13:55:37.168988
S0254,NLP,4,2025-08-17 13:55:37.168988
S0254,Computer Vision,4,2025-08-18 13:55:37.168988
S0254,Optimization,5,2025-10-16 13:55:37.168988
S0255,Linear Algebra,4,2025-09-15 13:55:37.168988
S0255,Probability,3,2025-11-28 13:55:37.168988
S0255,Statistics,8,2025-09-11 13:55:37.168988
S0255,ML Basics,5,2025-12-24 13:55:37.168988
S0255,Deep Learning,5,2025-10-09 13:55:37.168988
S0255,NLP,5,2025-09-28 13:55:37.168988
S0255,Computer Vision,3,2025-09-28 13:55:37.168988
S0255,Optimization,4,2025-10-27 13:55:37.168988
S0256,Linear Algebra,2,2025-10-06 13:55:37.168988
S0256,Probability,5,2025-08-04 13:55:37.168988
S0256,Statistics,2,2025-09-12 13:55:37.168988
S0256,ML Basics,5,2025-08-31 13:55:37.168988
S0256,Deep Learning,2,2025-09-24 13:55:37.168988
S0256,NLP,5,2025-11-28 13:55:37.168988
S0256,Computer Vision,6,2026-01-16 13:55:37.168988
S0256,Optimization,5,2025-10-10 13:55:37.168988
S0257,Linear Algebra,4,2025-12-24 13:55:37.168988
S0257,Probability,3,2025-09-04 13:55:37.168988
S0257,Statistics,6,2025-12-19 13:55:37.168988
S0257,ML Basics,4,2025-12-09 13:55:37.168988
S0257,Deep Learning,4,2025-10-12 13:55:37.168988
S0257,NLP,5,2026-01-04 13:55:37.168988
S0257,Computer Vision,2,2025-10-04 13:55:37.168988
S0257,Optimization,4,2025-09-22 13:55:37.168988
S0258,Linear Algebra,8,2025-10-18 13:55:37.168988
S0258,Probability,5,2025-12-09 13:55:37.168988
S0258,Statistics,3,2025-12-31 13:55:37.168988
S0258,ML Basics,2,2025-10-07 13:55:37.168988
S0258,Deep Learning,2,2025-08-20 13:55:37.168988
S0258,NLP,4,2025-08-08 13:55:37.168988
S0258,Computer Vision,4,2025-10-23 13:55:37.168988
S0258,Optimization,2,2025-10-23 13:55:37.168988
S0259,Linear Algebra,4,2025-11-01 13:55:37.168988
S0259,Probability,3,2025-08-18 13:55:37.168988
S0259,Statistics,4,2026-01-03 13:55:37.168988
S0259,ML Basics,4,2025-08-15 13:55:37.168988
S0259,Deep Learning,5,2025-12-25 13:55:37.168988
S0259,NLP,5,2025-09-14 13:55:37.168988
S0259,Computer Vision,3,2025-10-25 13:55:37.168988
S0259,Optimization,1,2025-11-01 13:55:37.168988
S0260,Linear Algebra,1,2025-12-17 13:55:37.168988
S0260,Probability,3,2025-11-27 13:55:37.168988
S0260,Statistics,3,2025-12-05 13:55:37.168988
S0260,ML Basics,4,2025-11-12 13:55:37.168988
S0260,Deep Learning,3,2025-11-23 13:55:37.168988
S0260,NLP,2,2025-11-28 13:55:37.168988
S0260,Computer Vision,3,2026-01-16 13:55:37.168988
S0260,Optimization,3,2025-10-12 13:55:37.168988
S0261,Linear Algebra,5,2025-12-10 13:55:37.168988
S0261,Probability,7,2025-08-12 13:55:37.168988
S0261,Statistics,3,2025-07-30 13:55:37.168988
S0261,ML Basics,1,2025-12-28 13:55:37.168988
S0261,Deep Learning,3,2025-08-12 13:55:37.168988
S0261,NLP,3,2025-08-12 13:55:37.168988
S0261,Computer Vision,5,2025-11-05 13:55:37.168988
S0261,Optimization,5,2025-08-31 13:55:37.168988
S0262,Linear Algebra,1,2025-11-21 13:55:37.168988
S0262,Probability,3,2025-12-27 13:55:37.168988
S0262,Statistics,5,2025-08-19 13:55:37.168988
S0262,ML Basics,2,2025-12-25 13:55:37.168988
S0262,Deep Learning,6,2025-09-28 13:55:37.168988
S0262,NLP,7,2025-08-09 13:55:37.168988
S0262,Computer Vision,4,2025-12-26 13:55:37.168988
S0262,Optimization,8,2025-11-28 13:55:37.168988
S0263,Linear Algebra,2,2025-10-19 13:55:37.168988
S0263,Probability,2,2025-08-20 13:55:37.168988
S0263,Statistics,4,2025-09-15 13:55:37.168988
S0263,ML Basics,3,2025-12-16 13:55:37.168988
S0263,Deep Learning,1,2025-09-25 13:55:37.168988
S0263,NLP,7,2025-10-02 13:55:37.168988
S0263,Computer Vision,3,2025-09-15 13:55:37.168988
S0263,Optimization,4,2025-12-15 13:55:37.168988
S0264,Linear Algebra,4,2025-09-21 13:55:37.168988
S0264,Probability,2,2025-08-04 13:55:37.168988
S0264,Statistics,4,2025-12-18 13:55:37.168988
S0264,ML Basics,6,2025-07-24 13:55:37.168988
S0264,Deep Learning,5,2025-10-24 13:55:37.168988
S0264,NLP,4,2026-01-11 13:55:37.168988
S0264,Computer Vision,4,2025-12-09 13:55:37.168988
S0264,Optimization,5,2025-08-15 13:55:37.168988
S0265,Linear Algebra,4,2025-07-27 13:55:37.168988
S0265,Probability,3,2025-08-29 13:55:37.168988
S0265,Statistics,5,2025-10-28 13:55:37.168988
S0265,ML Basics,3,2025-09-30 13:55:37.168988
S0265,Deep Learning,4,2025-07-30 13:55:37.168988
S0265,NLP,3,2025-07-23 13:55:37.168988
S0265,Computer Vision,4,2025-12-30 13:55:37.168988
S0265,Optimization,5,2025-10-05 13:55:37.168988
S0266,Linear Algebra,3,2025-08-27 13:55:37.168988
S0266,Probability,5,2025-12-09 13:55:37.168988
S0266,Statistics,5,2025-09-30 13:55:37.168988
S0266,ML Basics,3,2025-07-22 13:55:37.168988
S0266,Deep Learning,4,2025-09-15 13:55:37.168988
S0266,NLP,4,2025-10-14 13:55:37.168988
S0266,Computer Vision,6,2025-09-18 13:55:37.168988
S0266,Optimization,5,2025-08-16 13:55:37.168988
S0267,Linear Algebra,3,2025-08-20 13:55:37.168988
S0267,Probability,4,2025-09-09 13:55:37.168988
S0267,Statistics,6,2026-01-15 13:55:37.168988
S0267,ML Basics,4,2026-01-01 13:55:37.168988
S0267,Deep Learning,5,2025-09-10 13:55:37.168988
S0267,NLP,1,2025-09-05 13:55:37.168988
S0267,Computer Vision,2,2026-01-10 13:55:37.168988
S0267,Optimization,3,2025-12-31 13:55:37.168988
S0268,Linear Algebra,5,2025-10-11 13:55:37.168988
S0268,Probability,5,2025-07-25 13:55:37.168988
S0268,Statistics,1,2025-10-08 13:55:37.168988
S0268,ML Basics,3,2025-12-19 13:55:37.168988
S0268,Deep Learning,5,2025-12-08 13:55:37.168988
S0268,NLP,4,2025-08-15 13:55:37.168988
S0268,Computer Vision,3,2025-11-19 13:55:37.168988
S0268,Optimization,3,2025-08-09 13:55:37.168988
S0269,Linear Algebra,1,2025-11-21 13:55:37.168988
S0269,Probability,2,2025-10-26 13:55:37.168988
S0269,Statistics,4,2026-01-16 13:55:37.168988
S0269,ML Basics,1,2025-07-22 13:55:37.168988
S0269,Deep Learning,5,2025-12-29 13:55:37.168988
S0269,NLP,10,2025-09-27 13:55:37.168988
S0269,Computer Vision,5,2025-10-03 13:55:37.168988
S0269,Optimization,4,2025-09-12 13:55:37.168988
S0270,Linear Algebra,3,2025-11-08 13:55:37.168988
S0270,Probability,2,2025-10-19 13:55:37.168988
S0270,Statistics,3,2025-10-20 13:55:37.168988
S0270,ML Basics,4,2026-01-11 13:55:37.168988
S0270,Deep Learning,6,2025-08-24 13:55:37.168988
S0270,NLP,7,2025-12-31 13:55:37.168988
S0270,Computer Vision,5,2025-11-13 13:55:37.168988
S0270,Optimization,5,2025-12-18 13:55:37.168988
S0271,Linear Algebra,3,2025-08-12 13:55:37.168988
S0271,Probability,3,2025-10-26 13:55:37.168988
S0271,Statistics,3,2025-08-06 13:55:37.168988
S0271,ML Basics,9,2025-10-11 13:55:37.168988
S0271,Deep Learning,8,2025-08-06 13:55:37.168988
S0271,NLP,4,2025-08-28 13:55:37.168988
S0271,Computer Vision,3,2026-01-16 13:55:37.168988
S0271,Optimization,9,2025-12-29 13:55:37.168988
S0272,Linear Algebra,2,2025-08-09 13:55:37.168988
S0272,Probability,5,2025-11-03 13:55:37.168988
S0272,Statistics,3,2025-10-09 13:55:37.168988
S0272,ML Basics,4,2025-08-22 13:55:37.168988
S0272,Deep Learning,9,2025-12-27 13:55:37.168988
S0272,NLP,5,2025-09-19 13:55:37.168988
S0272,Computer Vision,8,2025-08-31 13:55:37.168988
S0272,Optimization,5,2025-08-16 13:55:37.168988
S0273,Linear Algebra,8,2025-10-28 13:55:37.168988
S0273,Probability,5,2025-12-10 13:55:37.168988
S0273,Statistics,7,2025-11-23 13:55:37.168988
S0273,ML Basics,5,2025-12-28 13:55:37.168988
S0273,Deep Learning,4,2025-12-06 13:55:37.168988
S0273,NLP,6,2026-01-12 13:55:37.168988
S0273,Computer Vision,4,2025-11-01 13:55:37.168988
S0273,Optimization,3,2025-12-05 13:55:37.168988
S0274,Linear Algebra,5,2026-01-16 13:55:37.168988
S0274,Probability,5,2025-08-14 13:55:37.168988
S0274,Statistics,7,2025-09-02 13:55:37.168988
S0274,ML Basics,5,2025-10-03 13:55:37.168988
S0274,Deep Learning,0,2025-08-30 13:55:37.168988
S0274,NLP,4,2026-01-11 13:55:37.168988
S0274,Computer Vision,4,2025-10-25 13:55:37.168988
S0274,Optimization,1,2025-11-29 13:55:37.168988
S0275,Linear Algebra,2,2025-08-30 13:55:37.168988
S0275,Probability,7,2025-07-29 13:55:37.168988
S0275,Statistics,4,2025-10-11 13:55:37.168988
S0275,ML Basics,3,2026-01-05 13:55:37.168988
S0275,Deep Learning,4,2025-08-27 13:55:37.168988
S0275,NLP,4,2025-09-11 13:55:37.168988
S0275,Computer Vision,4,2025-12-04 13:55:37.168988
S0275,Optimization,6,2025-12-24 13:55:37.168988
S0276,Linear Algebra,2,2025-11-02 13:55:37.168988
S0276,Probability,5,2025-09-20 13:55:37.168988
S0276,Statistics,8,2025-07-28 13:55:37.168988
S0276,ML Basics,6,2025-12-13 13:55:37.168988
S0276,Deep Learning,4,2025-09-29 13:55:37.168988
S0276,NLP,4,2025-12-19 13:55:37.168988
S0276,Computer Vision,3,2025-12-06 13:55:37.168988
S0276,Optimization,1,2025-12-05 13:55:37.168988
S0277,Linear Algebra,7,2025-12-18 13:55:37.168988
S0277,Probability,6,2026-01-14 13:55:37.168988
S0277,Statistics,3,2025-09-15 13:55:37.168988
S0277,ML Basics,4,2025-07-22 13:55:37.168988
S0277,Deep Learning,1,2025-08-13 13:55:37.168988
S0277,NLP,4,2025-09-28 13:55:37.168988
S0277,Computer Vision,3,2025-12-11 13:55:37.168988
S0277,Optimization,1,2025-09-02 13:55:37.168988
S0278,Linear Algebra,3,2025-12-29 13:55:37.168988
S0278,Probability,2,2025-08-13 13:55:37.168988
S0278,Statistics,2,2025-11-20 13:55:37.168988
S0278,ML Basics,3,2025-12-05 13:55:37.168988
S0278,Deep Learning,1,2025-12-30 13:55:37.168988
S0278,NLP,2,2025-12-26 13:55:37.168988
S0278,Computer Vision,2,2025-09-28 13:55:37.168988
S0278,Optimization,4,2025-11-27 13:55:37.168988
S0279,Linear Algebra,6,2025-08-15 13:55:37.168988
S0279,Probability,6,2026-01-10 13:55:37.168988
S0279,Statistics,3,2025-12-18 13:55:37.168988
S0279,ML Basics,9,2025-10-28 13:55:37.168988
S0279,Deep Learning,1,2025-09-24 13:55:37.168988
S0279,NLP,1,2025-10-20 13:55:37.168988
S0279,Computer Vision,7,2025-10-13 13:55:37.168988
S0279,Optimization,6,2025-12-26 13:55:37.168988
S0280,Linear Algebra,4,2025-08-05 13:55:37.168988
S0280,Probability,3,2025-12-20 13:55:37.168988
S0280,Statistics,9,2026-01-01 13:55:37.168988
S0280,ML Basics,5,2025-07-31 13:55:37.168988
S0280,Deep Learning,2,2025-11-04 13:55:37.168988
S0280,NLP,4,2025-10-28 13:55:37.168988
S0280,Computer Vision,4,2025-07-30 13:55:37.168988
S0280,Optimization,2,2025-12-01 13:55:37.168988
S0281,Linear Algebra,3,2025-07-25 13:55:37.168988
S0281,Probability,3,2025-10-27 13:55:37.168988
S0281,Statistics,6,2025-08-09 13:55:37.168988
S0281,ML Basics,4,2025-12-22 13:55:37.168988
S0281,Deep Learning,2,2025-11-23 13:55:37.168988
S0281,NLP,4,2025-07-22 13:55:37.168988
S0281,Computer Vision,3,2025-12-08 13:55:37.168988
S0281,Optimization,4,2025-11-23 13:55:37.168988
S0282,Linear Algebra,5,2025-12-05 13:55:37.168988
S0282,Probability,5,2025-09-26 13:55:37.168988
S0282,Statistics,6,2025-11-14 13:55:37.168988
S0282,ML Basics,6,2025-09-03 13:55:37.168988
S0282,Deep Learning,2,2025-08-17 13:55:37.168988
S0282,NLP,5,2026-01-03 13:55:37.168988
S0282,Computer Vision,6,2025-09-04 13:55:37.168988
S0282,Optimization,11,2026-01-08 13:55:37.168988
S0283,Linear Algebra,2,2025-12-11 13:55:37.168988
S0283,Probability,4,2026-01-07 13:55:37.168988
S0283,Statistics,4,2025-09-02 13:55:37.168988
S0283,ML Basics,4,2025-10-04 13:55:37.168988
S0283,Deep Learning,3,2025-08-03 13:55:37.168988
S0283,NLP,5,2025-12-09 13:55:37.168988
S0283,Computer Vision,5,2025-12-13 13:55:37.168988
S0283,Optimization,2,2025-11-06 13:55:37.168988
S0284,Linear Algebra,1,2025-12-15 13:55:37.168988
S0284,Probability,7,2025-12-04 13:55:37.168988
S0284,Statistics,4,2025-08-13 13:55:37.168988
S0284,ML Basics,4,2025-10-08 13:55:37.168988
S0284,Deep Learning,4,2025-09-12 13:55:37.168988
S0284,NLP,4,2025-11-29 13:55:37.168988
S0284,Computer Vision,2,2025-08-06 13:55:37.168988
S0284,Optimization,5,2025-11-14 13:55:37.168988
S0285,Linear Algebra,6,2025-07-24 13:55:37.168988
S0285,Probability,2,2025-07-27 13:55:37.168988
S0285,Statistics,4,2025-08-29 13:55:37.168988
S0285,ML Basics,6,2025-08-09 13:55:37.168988
S0285,Deep Learning,2,2025-12-24 13:55:37.168988
S0285,NLP,1,2025-11-09 13:55:37.168988
S0285,Computer Vision,4,2025-07-23 13:55:37.168988
S0285,Optimization,5,2025-11-10 13:55:37.168988
S0286,Linear Algebra,6,2025-09-06 13:55:37.168988
S0286,Probability,4,2025-10-06 13:55:37.168988
S0286,Statistics,4,2025-11-25 13:55:37.168988
S0286,ML Basics,7,2025-11-03 13:55:37.168988
S0286,Deep Learning,8,2025-09-16 13:55:37.168988
S0286,NLP,2,2025-08-17 13:55:37.168988
S0286,Computer Vision,11,2025-12-26 13:55:37.168988
S0286,Optimization,2,2025-11-06 13:55:37.168988
S0287,Linear Algebra,4,2025-09-07 13:55:37.168988
S0287,Probability,5,2025-09-24 13:55:37.168988
S0287,Statistics,10,2026-01-07 13:55:37.168988
S0287,ML Basics,6,2025-11-21 13:55:37.168988
S0287,Deep Learning,4,2025-10-04 13:55:37.168988
S0287,NLP,4,2025-12-02 13:55:37.168988
S0287,Computer Vision,4,2025-09-18 13:55:37.168988
S0287,Optimization,1,2025-10-18 13:55:37.168988
S0288,Linear Algebra,9,2025-11-18 13:55:37.168988
S0288,Probability,4,2025-12-18 13:55:37.168988
S0288,Statistics,7,2025-11-21 13:55:37.168988
S0288,ML Basics,2,2025-11-12 13:55:37.168988
S0288,Deep Learning,3,2025-09-29 13:55:37.168988
S0288,NLP,0,2026-01-16 13:55:37.168988
S0288,Computer Vision,6,2025-12-07 13:55:37.168988
S0288,Optimization,3,2025-10-31 13:55:37.168988
S0289,Linear Algebra,7,2025-11-14 13:55:37.168988
S0289,Probability,6,2025-10-23 13:55:37.168988
S0289,Statistics,5,2025-08-10 13:55:37.168988
S0289,ML Basics,3,2025-09-06 13:55:37.168988
S0289,Deep Learning,5,2025-12-23 13:55:37.168988
S0289,NLP,4,2025-12-04 13:55:37.168988
S0289,Computer Vision,2,2025-10-15 13:55:37.168988
S0289,Optimization,1,2025-08-12 13:55:37.168988
S0290,Linear Algebra,9,2025-11-03 13:55:37.168988
S0290,Probability,9,2026-01-12 13:55:37.168988
S0290,Statistics,6,2025-10-03 13:55:37.168988
S0290,ML Basics,2,2025-11-09 13:55:37.168988
S0290,Deep Learning,5,2026-01-05 13:55:37.168988
S0290,NLP,3,2025-09-22 13:55:37.168988
S0290,Computer Vision,2,2026-01-04 13:55:37.168988
S0290,Optimization,10,2026-01-07 13:55:37.168988
S0291,Linear Algebra,3,2025-10-23 13:55:37.168988
S0291,Probability,5,2025-12-16 13:55:37.168988
S0291,Statistics,4,2025-12-24 13:55:37.168988
S0291,ML Basics,4,2025-10-24 13:55:37.168988
S0291,Deep Learning,1,2025-11-27 13:55:37.168988
S0291,NLP,6,2025-07-25 13:55:37.168988
S0291,Computer Vision,3,2025-09-11 13:55:37.168988
S0291,Optimization,4,2025-11-13 13:55:37.168988
S0292,Linear Algebra,1,2025-09-30 13:55:37.168988
S0292,Probability,2,2025-10-26 13:55:37.168988
S0292,Statistics,5,2025-07-26 13:55:37.168988
S0292,ML Basics,5,2025-08-14 13:55:37.168988
S0292,Deep Learning,4,2025-08-16 13:55:37.168988
S0292,NLP,3,2025-11-28 13:55:37.168988
S0292,Computer Vision,3,2025-08-31 13:55:37.168988
S0292,Optimization,2,2025-09-03 13:55:37.168988
S0293,Linear Algebra,4,2026-01-06 13:55:37.168988
S0293,Probability,5,2025-10-27 13:55:37.168988
S0293,Statistics,6,2025-11-11 13:55:37.168988
S0293,ML Basics,8,2025-09-09 13:55:37.168988
S0293,Deep Learning,5,2025-08-21 13:55:37.168988
S0293,NLP,3,2025-08-13 13:55:37.168988
S0293,Computer Vision,3,2025-11-04 13:55:37.168988
S0293,Optimization,6,2025-12-17 13:55:37.168988
S0294,Linear Algebra,1,2026-01-03 13:55:37.168988
S0294,Probability,3,2025-10-20 13:55:37.168988
S0294,Statistics,3,2025-12-31 13:55:37.168988
S0294,ML Basics,4,2025-10-18 13:55:37.168988
S0294,Deep Learning,7,2026-01-03 13:55:37.168988
S0294,NLP,2,2025-08-24 13:55:37.168988
S0294,Computer Vision,6,2025-12-17 13:55:37.168988
S0294,Optimization,7,2025-10-23 13:55:37.168988
S0295,Linear Algebra,4,2025-12-08 13:55:37.168988
S0295,Probability,5,2025-11-18 13:55:37.168988
S0295,Statistics,4,2025-12-30 13:55:37.168988
S0295,ML Basics,3,2025-12-06 13:55:37.168988
S0295,Deep Learning,4,2025-08-12 13:55:37.168988
S0295,NLP,6,2025-10-02 13:55:37.168988
S0295,Computer Vision,5,2025-12-03 13:55:37.168988
S0295,Optimization,6,2025-12-19 13:55:37.168988
S0296,Linear Algebra,2,2025-11-12 13:55:37.168988
S0296,Probability,2,2025-08-04 13:55:37.168988
S0296,Statistics,3,2025-12-09 13:55:37.168988
S0296,ML Basics,8,2025-09-09 13:55:37.168988
S0296,Deep Learning,3,2026-01-11 13:55:37.168988
S0296,NLP,4,2025-12-06 13:55:37.168988
S0296,Computer Vision,6,2025-10-07 13:55:37.168988
S0296,Optimization,2,2025-10-03 13:55:37.168988
S0297,Linear Algebra,5,2025-10-06 13:55:37.168988
S0297,Probability,2,2025-10-22 13:55:37.168988
S0297,Statistics,4,2025-12-17 13:55:37.168988
S0297,ML Basics,3,2026-01-03 13:55:37.168988
S0297,Deep Learning,2,2025-10-27 13:55:37.168988
S0297,NLP,5,2025-11-21 13:55:37.168988
S0297,Computer Vision,6,2025-10-28 13:55:37.168988
S0297,Optimization,1,2025-08-31 13:55:37.168988
S0298,Linear Algebra,2,2025-12-22 13:55:37.168988
S0298,Probability,6,2025-10-22 13:55:37.168988
S0298,Statistics,4,2025-12-09 13:55:37.168988
S0298,ML Basics,3,2026-01-12 13:55:37.168988
S0298,Deep Learning,7,2025-12-14 13:55:37.168988
S0298,NLP,3,2025-12-07 13:55:37.168988
S0298,Computer Vision,4,2025-08-29 13:55:37.168988
S0298,Optimization,1,2025-10-29 13:55:37.168988
S0299,Linear Algebra,4,2025-10-05 13:55:37.168988
S0299,Probability,8,2025-12-25 13:55:37.168988
S0299,Statistics,5,2026-01-10 13:55:37.168988
S0299,ML Basics,7,2026-01-07 13:55:37.168988
S0299,Deep Learning,3,2025-10-30 13:55:37.168988
S0299,NLP,7,2025-08-28 13:55:37.168988
S0299,Computer Vision,3,2025-08-30 13:55:37.168988
S0299,Optimization,1,2025-10-31 13:55:37.168988
S0300,Linear Algebra,3,2026-01-05 13:55:37.168988
S0300,Probability,11,2025-09-12 13:55:37.168988
S0300,Statistics,5,2025-09-21 13:55:37.168988
S0300,ML Basics,6,2025-10-27 13:55:37.168988
S0300,Deep Learning,0,2025-11-13 13:55:37.168988
S0300,NLP,2,2025-11-28 13:55:37.168988
S0300,Computer Vision,2,2025-07-23 13:55:37.168988
S0300,Optimization,6,2025-12-14 13:55:37.168988
S0301,Linear Algebra,2,2025-11-15 13:55:37.168988
S0301,Probability,8,2025-12-20 13:55:37.168988
S0301,Statistics,6,2026-01-11 13:55:37.168988
S0301,ML Basics,2,2025-09-28 13:55:37.168988
S0301,Deep Learning,7,2025-12-19 13:55:37.168988
S0301,NLP,4,2025-08-27 13:55:37.168988
S0301,Computer Vision,4,2025-08-30 13:55:37.168988
S0301,Optimization,10,2025-09-03 13:55:37.168988
S0302,Linear Algebra,5,2025-12-20 13:55:37.168988
S0302,Probability,6,2025-09-13 13:55:37.168988
S0302,Statistics,3,2025-12-22 13:55:37.168988
S0302,ML Basics,2,2025-08-31 13:55:37.168988
S0302,Deep Learning,4,2025-11-30 13:55:37.168988
S0302,NLP,4,2025-12-04 13:55:37.168988
S0302,Computer Vision,2,2025-08-22 13:55:37.168988
S0302,Optimization,3,2025-09-29 13:55:37.168988
S0303,Linear Algebra,6,2025-09-06 13:55:37.168988
S0303,Probability,4,2025-11-29 13:55:37.168988
S0303,Statistics,4,2025-11-14 13:55:37.168988
S0303,ML Basics,3,2025-08-10 13:55:37.168988
S0303,Deep Learning,7,2025-10-27 13:55:37.168988
S0303,NLP,0,2025-11-18 13:55:37.168988
S0303,Computer Vision,2,2025-09-09 13:55:37.168988
S0303,Optimization,2,2026-01-06 13:55:37.168988
S0304,Linear Algebra,5,2025-11-08 13:55:37.168988
S0304,Probability,5,2025-11-27 13:55:37.168988
S0304,Statistics,1,2025-08-17 13:55:37.168988
S0304,ML Basics,5,2025-11-21 13:55:37.168988
S0304,Deep Learning,6,2025-09-09 13:55:37.168988
S0304,NLP,6,2025-11-05 13:55:37.168988
S0304,Computer Vision,2,2025-08-25 13:55:37.168988
S0304,Optimization,3,2025-12-28 13:55:37.168988
S0305,Linear Algebra,4,2025-11-27 13:55:37.168988
S0305,Probability,4,2025-10-24 13:55:37.168988
S0305,Statistics,4,2025-09-10 13:55:37.168988
S0305,ML Basics,5,2025-09-28 13:55:37.168988
S0305,Deep Learning,5,2026-01-04 13:55:37.168988
S0305,NLP,4,2025-09-06 13:55:37.168988
S0305,Computer Vision,2,2025-12-19 13:55:37.168988
S0305,Optimization,4,2025-10-19 13:55:37.168988
S0306,Linear Algebra,2,2025-09-14 13:55:37.168988
S0306,Probability,5,2026-01-06 13:55:37.168988
S0306,Statistics,5,2025-12-23 13:55:37.168988
S0306,ML Basics,4,2025-07-31 13:55:37.168988
S0306,Deep Learning,3,2025-11-08 13:55:37.168988
S0306,NLP,2,2025-08-16 13:55:37.168988
S0306,Computer Vision,3,2025-07-25 13:55:37.168988
S0306,Optimization,3,2025-12-02 13:55:37.168988
S0307,Linear Algebra,4,2025-09-25 13:55:37.168988
S0307,Probability,4,2026-01-15 13:55:37.168988
S0307,Statistics,4,2025-08-11 13:55:37.168988
S0307,ML Basics,7,2025-11-13 13:55:37.168988
S0307,Deep Learning,6,2025-11-08 13:55:37.168988
S0307,NLP,2,2025-10-03 13:55:37.168988
S0307,Computer Vision,4,2025-08-29 13:55:37.168988
S0307,Optimization,2,2025-10-30 13:55:37.168988
S0308,Linear Algebra,2,2025-11-07 13:55:37.168988
S0308,Probability,8,2025-08-20 13:55:37.168988
S0308,Statistics,2,2025-08-02 13:55:37.168988
S0308,ML Basics,5,2025-12-02 13:55:37.168988
S0308,Deep Learning,4,2025-09-18 13:55:37.168988
S0308,NLP,2,2025-09-18 13:55:37.168988
S0308,Computer Vision,5,2025-12-18 13:55:37.168988
S0308,Optimization,5,2025-07-22 13:55:37.168988
S0309,Linear Algebra,1,2026-01-05 13:55:37.168988
S0309,Probability,5,2025-07-29 13:55:37.168988
S0309,Statistics,5,2025-10-17 13:55:37.168988
S0309,ML Basics,2,2025-08-15 13:55:37.168988
S0309,Deep Learning,4,2025-09-29 13:55:37.168988
S0309,NLP,3,2025-10-06 13:55:37.168988
S0309,Computer Vision,6,2025-09-16 13:55:37.168988
S0309,Optimization,6,2025-12-30 13:55:37.168988
S0310,Linear Algebra,2,2025-09-13 13:55:37.168988
S0310,Probability,2,2025-10-21 13:55:37.168988
S0310,Statistics,1,2025-07-27 13:55:37.168988
S0310,ML Basics,4,2025-08-09 13:55:37.168988
S0310,Deep Learning,3,2025-07-24 13:55:37.168988
S0310,NLP,3,2025-08-01 13:55:37.168988
S0310,Computer Vision,1,2025-09-22 13:55:37.168988
S0310,Optimization,2,2025-10-08 13:55:37.168988
S0311,Linear Algebra,3,2025-10-20 13:55:37.168988
S0311,Probability,6,2025-08-25 13:55:37.168988
S0311,Statistics,6,2025-09-28 13:55:37.168988
S0311,ML Basics,2,2026-01-16 13:55:37.168988
S0311,Deep Learning,0,2025-10-27 13:55:37.168988
S0311,NLP,6,2025-11-29 13:55:37.168988
S0311,Computer Vision,1,2025-11-15 13:55:37.168988
S0311,Optimization,7,2025-11-17 13:55:37.168988
S0312,Linear Algebra,2,2025-10-09 13:55:37.168988
S0312,Probability,7,2025-10-29 13:55:37.168988
S0312,Statistics,5,2026-01-06 13:55:37.168988
S0312,ML Basics,4,2025-11-10 13:55:37.168988
S0312,Deep Learning,8,2025-11-10 13:55:37.168988
S0312,NLP,3,2025-10-23 13:55:37.168988
S0312,Computer Vision,0,2025-11-20 13:55:37.168988
S0312,Optimization,9,2025-08-13 13:55:37.168988
S0313,Linear Algebra,5,2025-10-25 13:55:37.168988
S0313,Probability,3,2025-12-28 13:55:37.168988
S0313,Statistics,5,2025-11-10 13:55:37.168988
S0313,ML Basics,3,2025-08-24 13:55:37.168988
S0313,Deep Learning,4,2025-09-18 13:55:37.168988
S0313,NLP,4,2025-11-21 13:55:37.168988
S0313,Computer Vision,7,2025-10-11 13:55:37.168988
S0313,Optimization,6,2025-10-31 13:55:37.168988
S0314,Linear Algebra,1,2025-08-27 13:55:37.168988
